Codigo,Descripcion,Categoria,StockPrincipal,StockProduccion,StockTransformacion,CantidadPorCaja,NumeroCajas,Ubicacion,FechaExpedicion,DiasParaExpirar,FechaExpiracion,Proveedor,UltimaOrden,Detalles,Id,StockMinimo,StockMaximo,VidaUtilMeses,Notas,LotesJson
18-ROSE-FCI-10-41,ROSETTE FLORALE CARRE INTERIEUR 1 PATTE FINI ANTIQUE BRONZE,CHANTIER/USINE,3726.0,0,0,0,0,,,,,,,,99,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-00-41,ROSETTE FLORALE CARRE INTERIEUR 0 PATTE FINI ANTIQUE BRONZE,CHANTIER/USINE,2232.0,0,0,0,0,,,,,,,,100,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-20-41,ROSETTE FLORALE CARRE INTERIEUR 2 PATTES FINI ANTIQUE BRONZE,CHANTIER/USINE,3870.0,0,0,0,0,,,,,,,,101,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-30-41,ROSETTE FLORAL CARRE INTERIEUR 3 PATTES FINI ANTIQUE BRONZE,CHANTIER/USINE,4554.0,0,0,0,0,,,,,,,,102,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-40-41,ROSETTE FLORAL CARRE INTERIEUR 4 PATTES FINI ANTIQUE BRONZE,CHANTIER/USINE,3796.0,0,0,0,0,,,,,,,,103,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-SUP-M1-40,SUPPORT ROSETTE EXTERIEURS MACHINE T1 FINI NATUREL,CHANTIER/USINE,257.0,0,0,0,0,,,,,,,,104,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FRE-00-41 (BJ1127),"ROSETTE BJ1127 ANTIC BRASS ROSETTE FLORALE RONDE ALUMINIUM 3,5CM (JORDA)",CHANTIER,1189.0,0,0,0,0,,,,,,,,105,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-05-41,ROSETTE FLORAL CARRE INTERIEUR ANTIQUE BRONZE 0 PATTES AVEC CLE,CHANTIER,4119.0,0,0,0,0,,,,,,,,106,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL5,TAPE A MESURER DEWALT 16',USINE,8.0,0,0,0,0,,,,,,,,107,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE6,"ZINC-PLATED STEEL COUPLING NUT,LOW STREGHT, 10-32 X 5/16 X 3/4L THREAD SIZE",FINITION,160.0,0,0,0,0,,,,,,,,108,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TAPE2,RED TUCK TAPE,CRATAGE,21.0,0,0,0,0,,,,,,,,109,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-TRAM-24V-5A-SE,Transformateur 120 W 24 Volts DC - 5 Ampères 4 SORTIES MOLEX (SEP),CHANTIER/ELECTRIQUE,42.0,0,0,0,0,,,,,,,,110,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-RLED-200-03-SE,RONDELLE ELECTRIQUE,CHANTIER/ELECTRIQUE,16.0,0,0,0,0,,,,,,,,111,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TAPE3,WHITE MASKING TAPE,USINE,56.0,0,0,0,0,,,,,,,,112,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-BETON11,"ZINC PIN DRIVE ANCHOR 1/4""X2""",CHANTIER,1399.0,0,0,0,0,,,,,,,,113,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-20-43,ROSETTE FLORALE CARRE INTERIEUR 2 PATTES GOLD,CHANTIER,73.0,0,0,0,0,,,,,,,,114,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-40-43,ROSETTE FLORALE CARRE INTERIEUR 4 PATTES GOLD,CHANTIER,188.0,0,0,0,0,,,,,,,,115,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-BLED-200-10-SE,BARRE LED 10`WARM WHITE SEMI FLEXIBLE,CHANTIER/USINE,1666.0,0,0,0,0,,,,,,,,116,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-BLED-200-06-SE,"BARRE LED 6,75"" WARM WHITE SEMI FLEXIBLE",CHANTIER/USINE,871.0,0,0,0,0,,,,,,,,117,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PACKING1,BLOWN STRETCH FILM 18in X 1500'(TAPE TRANSPARENT A EMBALLER),CRATAGE,14.0,0,0,0,0,,,,,,,,118,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PACKING2,"BANDING FILM 3"" X 1500'(TAPE TRANSPARENT A EMBALLER)",USINE,104.0,0,0,0,0,,,,,,,,119,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PASTE18,LOCTITE MARINE GRADE ANTI-SEIZE 207ml,CHANTIER,89.0,0,0,0,0,,,,,,,,120,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PLASTIC3,CORNER OF TRANSPARENT PLASTIC (11.875),CHANTIER,50.0,0,0,0,0,,,,,,,,121,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-COIP-013-XX-TR,CORNER OF TRANSPARENT PLASTIC (13.135),CHANTIER,997.0,0,0,0,0,,,,,,,,122,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TAPE4,TAPE BLACK AND YELLOW (DO NOT TRESPASING,USINE,6.0,0,0,0,0,,,,,,,,123,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LUBRICANT1,SOLID STICK CUTTING LUBRICANT COOL CUT,USINE,16.0,0,0,0,0,,,,,,,,124,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION7,EAR MUFF/COQUILLES D'OREILLES,USINE,11.0,0,0,0,0,,,,,,,,125,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SCIE/SPARE1,"TURBO RIM FOR SMOOTH CUTS 5"" DIAMOND BLADE",CHANTIER,18.0,0,0,0,0,,,,,,,,126,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL6,ANGLE DIE GRINDER/MEULEUSE,USINE,1.0,0,0,0,0,,,,,,,,127,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-REVOLUTION /SPARE1,BEARING FLUSH TRIM BIT(FOR TOUPIE),USINE,5.0,0,0,0,0,,,,,,,,128,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL7,METAL COMBINATION SAQUARE,USINE,2.0,0,0,0,0,,,,,,,,129,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL8,DEAD BLOW HAMMER(MARTEAU ROUGE),USINE,8.0,0,0,0,0,,,,,,,,130,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL9,MARTEAU EN PLASTIC ORANGE,USINE,2.0,0,0,0,0,,,,,,,,131,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TAPE5,DUCT TAPE GRIS 48mm,USINE,25.0,0,0,0,0,,,,,,,,132,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL10,SNAP-OFF KNIFE/CUTEAU A LAME SECBLE,USINE,2.0,0,0,0,0,,,,,,,,133,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLEPIECETOOL1234,FRAISES 7/64,USINE,1.0,0,0,0,0,,,,,,,,134,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION8,EAR PLUGS,USINE,50.0,0,0,0,0,,,,,,,,135,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SECURITY2,CADENAS/PADLOCKS 3KABLU/KEY2126,CHANTIER,20.0,0,0,0,0,,,,,,,,136,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PACKING3,"2""HEAVY DUTY TAPE DISPENSER",USINE,6.0,0,0,0,0,,,,,,,,137,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TAPE7,PAINTER'S TAPE FROG TAPE,USINE,8.0,0,0,0,0,,,,,,,,138,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SCIE/SPARE2,CUT-OFF WHEEL/FREE CUT MEULE A TRANCONNER/DECOLLETAGE,CHANTIER,25.0,0,0,0,0,,,,,,,,139,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SCIE/SPARE3,"ZIP CUT 5"" X 3/64"" X 7/8 125 X 1.2 X 22,23 mm",CHANTIER,6.0,0,0,0,0,,,,,,,,140,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SCIE/SPARE4,"METAL CUT-OFF DIAMETER 4 1/2"" THICKNESS 1/16",CHANTIER,1.0,0,0,0,0,,,,,,,,141,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SCIE/SPARE5,"BLACKSTONE CUTTING WHEEL 3"" X .040"" X 3/8"" 76 X 1 X 10 mm",CHANTIER,9.0,0,0,0,0,,,,,,,,142,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LITTLE PIECE7,CAL POUR VITRE,USINE,57.0,0,0,0,0,,,,,,,,143,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION9,HEARING  BAND WITH PLUG,USINE,36.0,0,0,0,0,,,,,,,,144,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL11,BENCH CLAMP,USINE,5.0,0,0,0,0,,,,,,,,145,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PROTECTION /CLEANING10,SAFETY GLASS WIPES,USINE,240.0,0,0,0,0,,,,,,,,146,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TAPE8,TAPE COLLANT POUR LEDS ROUGE,USINE,4.0,0,0,0,0,,,,,,,,147,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL/SPARE12,"STAPLES T50 1/2"" 12mm POUR AGRAFEUSE JAUNE",USINE,1250.0,0,0,0,0,,,,,,,,148,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL/SPARE13,LAME A EXACTEAU,USINE,210.0,0,0,0,0,,,,,,,,149,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-AIR/ACCESORY1,BLOW GUN,USINE,3.0,0,0,0,0,,,,,,,,150,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL/SPARE14,"HACKSAW BLADE 12""",USINE,31.0,0,0,0,0,,,,,,,,151,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-TOOL/SPARE15,"HACKSAW BLADE 10""",USINE,2.0,0,0,0,0,,,,,,,,152,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-AIR/ACCESORY2,2 WAY MANIFOLD ASSEMBLY,USINE,2.0,0,0,0,0,,,,,,,,153,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-LUBRICANT2,HIGH TEMPERATURE LUB OIL,USINE,2.0,0,0,0,0,,,,,,,,154,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-MACHINERY/SPARE1,"LAME POUR SCIE A RUBAN 7'9""X3/8""",USINE,14.0,0,0,0,0,,,,,,,,155,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-PASTE19,LOCTITE MARINE GRADE ANTI-SEIZE 453.6ml,USINE,8.0,0,0,0,0,,,,,,,,156,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL1,"DRILL AND COUNTER SINK  7/64""/MECHE AVEC FRAISE",USINE,6.0,0,0,0,0,,,,,,,,157,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-DRILL2,"MECHE 7/64""",USINE,90.0,0,0,0,0,,,,,,,,158,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-40-40,ROSETTE FLORALE CARRE NATURELE 4 PATTES,CHANTIER,4950.0,0,0,0,0,,,,,,,,159,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-30-40,ROSETTE FLORALE CARRE NATURELE 3 PATTES,CHANTIER,2712.0,0,0,0,0,,,,,,,,160,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-20-40,ROSETTE FLORALE CARRE NATURELE 2 PATTES,CHANTIER,3239.0,0,0,0,0,,,,,,,,161,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-10-40,ROSETTE FLORALE CARRE NATURELE 1 PATTE,CHANTIER,3242.0,0,0,0,0,,,,,,,,162,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-00-40,ROSETTE FLORALE CARRE NATURELE 0 PATTES,CHANTIER,6799.0,0,0,0,0,,,,,,,,163,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-05-40,ROSETTE FLORALE CARRE NATURELE CLE,CHANTIER,1775.0,0,0,0,0,,,,,,,,164,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
DIV-1F-3M/ 18-SPLT-1T3-3M-SE,SPLIT POUR TRANSFO PLUSIEURS SORTIES (1SPLIT=2SORTIES DE PLUS),CHANTIER/ELECTRIQUE,39.0,0,0,0,0,,,,,,,,165,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL3,"ROD S/S 1/2 x17""",CHANTIER,0.0,0,0,0,0,,,,,,,,166,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL4,"ROD S/S 1/2 x 15""",CHANTIER,1.0,0,0,0,0,,,,,,,,167,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL5,"ROD S/S 1/2 x 16""",CHANTIER,0.0,0,0,0,0,,,,,,,,168,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL6,"ROD S/S 1/2 x 12""",CHANTIER,26.0,0,0,0,0,,,,,,,,169,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL7,"ROD S/S 1/2 x 9""",CHANTIER,0.0,0,0,0,0,,,,,,,,170,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL8,"ROD S/S 1/2 x 8""",CHANTIER,34.0,0,0,0,0,,,,,,,,171,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL9,"ROD S/S 1/2 x 10""",CHANTIER,39.0,0,0,0,0,,,,,,,,172,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL10,"ROD S/S 1/2 x145""",CHANTIER,0.0,0,0,0,0,,,,,,,,173,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL11,"ROD S/S 1/2 x 72""",CHANTIER,81.0,0,0,0,0,,,,,,,,174,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-SCIE/SPARE6,"FINE FINISH BLADE/LAME DE FINITION FINE 10""",USINE,1.0,0,0,0,0,,,,,,,,175,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL12,"ROD S/S 1/2 x 19""",CHANTIER,0.0,0,0,0,0,,,,,,,,176,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-10-42,ROSETTE FLORALE CARRE INTERIEUR 1 PATTE FINI ETAIN,CHANTIER,1415.0,0,0,0,0,,,,,,,,177,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-20-42,ROSETTE FLORALE CARRE INTERIEUR 2 PATTE FINI ETAIN,CHANTIER,778.0,0,0,0,0,,,,,,,,178,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-30-42,ROSETTE FLORALE CARRE INTERIEUR 3 PATTE FINI ETAIN,CHANTIER,710.0,0,0,0,0,,,,,,,,179,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-40-42,ROSETTE FLORALE CARRE INTERIEUR 4 PATTE FINI ETAIN,CHANTIER,721.0,0,0,0,0,,,,,,,,180,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-05-42,ROSETTE FLORALE CARRE INTERIEUR CLE FINI ETAIN,CHANTIER,215.0,0,0,0,0,,,,,,,,181,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL13,"ROD S/S 1/2 x 5""",CHANTIER,0.0,0,0,0,0,,,,,,,,182,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
LGOIR-METAL14,ROULEAUX DE STRAP METAL 3/4 X 020 12 CL SKID (MODEL NUMBER S-826),CRATAGE,7.0,0,0,0,0,,,,,,,,183,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-20-05,ROSETTE FLORAL CARRE INTERIEUR CHAMPAGNE 2 PATTES,CHANTIER,96.0,0,0,0,0,,,,,,,,184,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-FCI-40-05,ROSETTE FLORAL CARRE INTERIEUR CHAMPAGNE 4 PATTES,CHANTIER,43.0,0,0,0,0,,,,,,,,185,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-00-40,ROSETTE PYRAMIDAL NATUREL 0 PATTES,CHANTIER,2750.0,0,0,0,0,,,,,,,,186,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-00-41,ROSETTE PYRMIDAL 0 PATTES ANTIQUE BRONZE,CHANTIER,428.0,0,0,0,0,,,,,,,,187,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-05-40,ROSETTE PYRAMIDAL NATUREL CLE,CHANTIER,6122.0,0,0,0,0,,,,,,,,188,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-05-41,ROSETTE PYRAMIDAL FINI ANTIQUE BRONZE CLE,CHANTIER,110.0,0,0,0,0,,,,,,,,189,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-05-42,ROSETTE PYRAMIDAL FINI ETAIN CLE,CHANTIER,622.0,0,0,0,0,,,,,,,,190,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-10-40,ROSETTE PYRAMIDAL NATUREL 1 PATTE,CHANTIER,2638.0,0,0,0,0,,,,,,,,191,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
18-ROSE-PCI-10-41,ROSETTE PYRAMIDAL FINI ANTIQUE BRONZE 1 PATTE,CHANTIER,424.0,0,0,0,0,,,,,,,,192,0,0,0,"Origen: Phoenix HISTORY. StockPrincipal = último conteo en la rejilla (último número o saldo tras ____ al avanzar columnas; si vacío, INITIAL).",[]
